endpoint,molecule_id,reference_n,mean_knn_similarity,minimum_knn_similarity,descriptor_distance,descriptor_ad,latent_distance,latent_ad,scaffold_novelty
herg_blockade,RURMBSCVCKOVLA-CWLDZYDQSA-N,8971,0.650493349087437,0.5921052631578947,3.3122148820914386,inside,11.114636675156683,inside,True
herg_blockade,CMMVRTXWYOGXHR-UHFFFAOYSA-N,8971,0.7534539470587461,0.7349397590361446,5.474596659249893,inside,13.430048503527942,inside,True
herg_blockade,HIBZKCZRHCXVEZ-UHFFFAOYSA-N,8971,0.7593374741200828,0.7571428571428571,2.4931716401686956,inside,13.08110318441941,inside,True
herg_blockade,HTUXUNBQNWREPD-WDNDVIMCSA-N,8971,0.40910672704960416,0.30985915492957744,2.7708388574582323,inside,11.63693920012821,inside,True
herg_blockade,YBQCYKVJCJFFEK-UHFFFAOYSA-N,8971,0.4694990945498045,0.43103448275862066,4.647523226894777,inside,13.124764820606675,inside,True
herg_blockade,JVJNRJFMZQRGMT-UHFFFAOYSA-N,8971,0.5282155924570786,0.45454545454545453,1.4867495732806075,inside,10.78685557360788,inside,True
herg_blockade,KQVISHATXKRBGO-HGHGUNKESA-N,8971,0.6203011213537528,0.5844155844155844,1.6475356339734324,inside,12.728746867470818,inside,True
herg_blockade,DFHFANKUDVSVRU-QGZVFWFLSA-N,8971,0.25142718398551905,0.24615384615384617,3.905769506835586,inside,10.39977258318825,inside,True
herg_blockade,HVEVDFRWOQHAPJ-CKMNQQOVSA-N,8971,0.6129664119921898,0.527027027027027,2.5680836233309767,inside,11.063493704975125,inside,True
herg_blockade,KEJJLAINBBOGHE-UHFFFAOYSA-N,8971,0.39389552408624756,0.3235294117647059,2.5139856182433515,inside,11.031852029269249,inside,True
herg_blockade,NATFNVDYLPURMJ-UHFFFAOYSA-N,8971,0.7071629884174946,0.6710526315789473,1.7318441576606094,inside,17.551216821552046,inside,True
herg_blockade,SPCSFCKHCIOCTM-UHFFFAOYSA-N,8971,0.6216050765210899,0.5894736842105263,6.363336432252516,borderline,14.163940591458307,inside,True
herg_blockade,IHFKHNCURWJDHC-UHFFFAOYSA-N,8971,0.32719632507090884,0.2549019607843137,6.679750513200269,borderline,9.008733298243035,inside,True
herg_blockade,CJMZBKHNNKVAOE-UHFFFAOYSA-N,8971,0.6312888178949179,0.5555555555555556,1.5000538084014092,inside,11.114762871308686,inside,True
herg_blockade,CDWWTUFRRQNQHI-QEMZJVQQSA-N,8971,0.8293438269048025,0.7948717948717948,4.152279209000039,inside,20.24813720526223,inside,True
herg_blockade,LWZACJZVDHZBCL-UHFFFAOYSA-N,8971,0.7643308801759506,0.6805555555555556,2.629550530222723,inside,11.620705682593387,inside,True
herg_blockade,XQLWNAFCTODIRK-NDEPHWFRSA-N,8971,0.44387356649453424,0.3783783783783784,4.688048126924289,inside,17.54190825732258,inside,True
herg_blockade,QQMPCIKPHGIUMA-FKBYEOEOSA-N,8971,0.586944194057579,0.5060240963855421,3.8316058373393163,inside,15.507804545936839,inside,True
herg_blockade,QNZBVIYOTZMPOA-RMKNXTFCSA-N,8971,0.4816920863081825,0.4423076923076923,4.151210397901245,inside,12.844828619882254,inside,True
herg_blockade,WONXMHQMFAYOEG-UHFFFAOYSA-N,8971,0.6800256958823151,0.6585365853658537,3.836500152295274,inside,14.001624920779928,inside,True
herg_blockade,RWFDOORODPSNSN-ZHACJKMWSA-N,8971,0.5877490472109266,0.5483870967741935,3.4812612547930692,inside,11.863144284179713,inside,True
herg_blockade,ZMSOBBRPDJQSNR-UHFFFAOYSA-N,8971,0.5898225957049487,0.4411764705882353,3.238938979174758,inside,16.72716078346516,inside,True
herg_blockade,YIDRPJAESDFDSG-UHFFFAOYSA-N,8971,0.6961796776145678,0.6385542168674698,5.754639734615215,inside,14.676304230454416,inside,True
herg_blockade,UQVNDLXCWMYEIP-UHFFFAOYSA-N,8971,0.8411491108071136,0.8372093023255814,5.968899241644335,inside,24.21527295464058,borderline,True
herg_blockade,PKPRDSSAMMLSLJ-UHFFFAOYSA-N,8971,0.29554739706709743,0.22580645161290322,4.90542685905201,inside,9.156669374083206,inside,True
herg_blockade,QDBPUGDJXGIOJW-HFYIJGDASA-N,8971,0.7218971107129002,0.6875,2.956597283759603,inside,16.660626660260956,inside,True
herg_blockade,XYELUSDGKSFNMV-UHFFFAOYSA-N,8971,0.4686337198093929,0.4339622641509434,2.472520977715206,inside,19.132223237178508,inside,True
herg_blockade,KLGZEZPTKHAQBU-UHFFFAOYSA-N,8971,0.3044067796610169,0.3,4.331697959338076,inside,10.652287419651174,inside,True
herg_blockade,DRENPJKBZNCGHQ-UHFFFAOYSA-N,8971,0.6730897646414888,0.625,1.8180230758990752,inside,12.061996948627682,inside,True
herg_blockade,RZIVGMQLIWOSLN-UHFFFAOYSA-N,8971,0.6494470209583827,0.5542168674698795,2.4955053280824204,inside,15.890039516820627,inside,True
herg_blockade,QFRFAEZUAFKYNV-NDEPHWFRSA-N,8971,0.741300649702009,0.7123287671232876,3.1241857627314262,inside,19.012195508111606,inside,True
herg_blockade,GRMUMARBFBEJJG-UHFFFAOYSA-N,8971,0.5090340700549201,0.3026315789473684,1.95269521889925,inside,15.02381522466525,inside,True
herg_blockade,CKOAURGENMZQGG-OAQYLSRUSA-N,8971,0.3816462657886023,0.36363636363636365,4.393810304370239,inside,13.05911514106778,inside,True
herg_blockade,YZCHAXFFYLAWEQ-UHFFFAOYSA-N,8971,0.6350717714320655,0.5675675675675675,2.297967839740054,inside,13.1992585498829,inside,True
herg_blockade,OXKRFEWMSWPKKV-GHTZIAJQSA-N,8971,0.32049844678474915,0.3037974683544304,2.4536042640357887,inside,9.139621953025985,inside,True
herg_blockade,OYCCHVFLJCOTKI-DEOSSOPVSA-N,8971,0.5898674242424242,0.5606060606060606,2.861007983779267,inside,12.625453438656617,inside,True
herg_blockade,JCBZELCVZUFNOM-IFXJQAMLSA-N,8971,0.3373398969131734,0.26,1.8500871270176684,inside,11.264592664831563,inside,True
herg_blockade,HMJIYCCIJYRONP-INIZCTEOSA-N,8971,0.2601170300758496,0.23404255319148937,3.038315614533865,inside,10.106950650932088,inside,True
herg_blockade,YGHVDZPXFIJELZ-DICHSLLOSA-N,8971,0.6457596355629966,0.5154639175257731,6.399093562441913,borderline,20.747751303781115,inside,True
herg_blockade,RPQXVSUAYFXFJA-HGRQIUPRSA-N,8971,0.1728554340176007,0.16853932584269662,11.120599597252967,outside,11.167247475698435,inside,True
herg_blockade,BPFSRDSVMKDEAX-UHFFFAOYSA-N,8971,0.49403368581270524,0.32222222222222224,2.1055599968323255,inside,9.385403091865046,inside,True
herg_blockade,OXQNLLVUVDAEHC-OAQYLSRUSA-N,8971,0.4049864953361292,0.32098765432098764,1.2871048329164043,inside,12.793775554662934,inside,True
herg_blockade,KZPYBMNBUZPMKP-UHFFFAOYSA-N,8971,0.317909469808204,0.2962962962962963,2.971168987925734,inside,14.84907857833097,inside,True
herg_blockade,ZLMMTVJZWSOPAL-HHHXNRCGSA-N,8971,0.5829694748184517,0.5348837209302325,3.3683125397712543,inside,14.187846110288412,inside,True
herg_blockade,ZMAHAONSAMATES-HLYMMOCJSA-N,8971,0.4329575773626865,0.3783783783783784,3.1441063583445863,inside,13.834946539140962,inside,True
herg_blockade,ISKBVCXTQANZNE-MHZLTWQESA-N,8971,0.6754877618809033,0.6056338028169014,2.3062694945735394,inside,9.602836590407229,inside,True
herg_blockade,KVDPUCCGORKFOD-QHCPKHFHSA-N,8971,0.7220296468061428,0.6710526315789473,1.844843947128508,inside,17.009166321945507,inside,True
herg_blockade,LPMXVESGRSUGHW-HYWDAXSBSA-N,8971,0.18005286624919176,0.17045454545454544,10.863537944238127,outside,27.80638424712735,borderline,True
