epoch,train_loss,validation_loss,learning_rate,epoch_seconds
1.0,1.1198165856874907,1.0217643813653425,0.001,6.4368710000417195
2.0,1.046083203645853,0.9926721020178362,0.001,6.648637400008738
3.0,1.0015330681434045,0.9701144099235535,0.001,6.760861200047657
4.0,0.9636179474683908,0.9065213582732461,0.001,5.219520199985709
5.0,0.9589531788459191,0.9158055511387911,0.001,6.361006500024814
6.0,0.9377328322483943,0.9714914614504034,0.001,6.478011700033676
7.0,0.9395655677868769,0.8780408880927346,0.001,6.312272499955725
8.0,0.9107985157233018,0.8900713974779303,0.001,5.8741929000243545
9.0,0.875543524668767,0.9271965297785673,0.001,7.831957999966107
10.0,0.8751979231834411,0.8640656958926808,0.001,6.9851906999829225
11.0,0.8859699616065392,0.9137634255669334,0.001,5.595588899974246
12.0,0.8329268198746901,1.0998290452090176,0.001,6.873480000009295
13.0,0.9651335505338815,0.885659553787925,0.001,7.491947500035167
14.0,0.8432579801632808,0.9145361618562178,0.001,6.213411999982782
15.0,0.8249361460025494,0.9059705246578563,0.001,6.857763200008776
16.0,0.800838039471553,0.8451088721101935,0.001,6.216780600021593
17.0,0.7877836374136118,0.8970419114286249,0.001,6.975878799974453
18.0,0.7949405298783229,0.8485085991295901,0.001,9.36696449998999
19.0,0.7958028481556819,0.897771336815574,0.001,13.237709500011988
20.0,0.7857612825356997,0.9746202338825573,0.001,11.934800799994264
21.0,0.7870752352934617,0.856123073534532,0.001,15.995489499997348
22.0,0.7374215034338144,0.9134650555523959,0.001,11.507729200005997
23.0,0.7454576487724598,0.8705988959832625,0.0005,8.726158800011035
24.0,0.7129839319449205,0.9363833990964022,0.0005,5.764958600047976
25.0,0.6854837426772484,0.8719794750213623,0.0005,6.603609899990261
26.0,0.7037255502664126,0.8113611503080889,0.0005,7.336313400010113
27.0,0.6819441621120159,0.8572523620995608,0.0005,6.375220499990974
28.0,0.6837518187669608,0.9487090381709012,0.0005,5.524235999968369
29.0,0.7009966925932811,0.8231618133458224,0.0005,13.506300100008957
30.0,0.671742392044801,0.8949941098690033,0.0005,15.019874799996614
31.0,0.6472806343665489,0.9395795816724951,0.0005,10.071876799978781
32.0,0.6605980529234959,0.8271976086226377,0.0005,19.2150025999872
33.0,0.6702025404343238,0.8524304547093131,0.00025,17.400898699997924
34.0,0.6271279422136453,0.8979808633977716,0.00025,17.518665199982934
35.0,0.6239130795001984,0.89884829250249,0.00025,14.7590443000081
36.0,0.6237787278798911,0.9186989339915189,0.00025,11.285311600018758
37.0,0.6104964403005747,0.9104042866013267,0.00025,12.399598599993624
38.0,0.612102839579949,0.8409228270704096,0.00025,7.163430000015069
39.0,0.6060275348333212,0.8747412833300504,0.00025,6.519450299965683
40.0,0.6080686936011681,0.974323489449241,0.000125,5.7631451999768615
41.0,0.5776920783978242,0.9218933121724562,0.000125,6.4066651000175625
42.0,0.5839413629128383,0.9182227904146368,0.000125,7.67562509997515
43.0,0.5749664077391992,0.8796520287340338,0.000125,6.741899699962232
44.0,0.5835202950697679,0.8544568554921583,0.000125,7.272045999998227
45.0,0.5733451251800243,0.8697813234545968,0.000125,7.396675699972548
46.0,0.5720471611389747,0.9089710847897963,0.000125,6.373901699960697
