epoch,train_loss,validation_loss,learning_rate,epoch_seconds
1.0,0.6927284395441096,0.6620459773323752,0.001,48.11350899998797
2.0,0.6490118110433538,0.6356522007422014,0.001,41.433406600001035
3.0,0.6334450443585714,0.6903315592895855,0.001,43.880332000000635
4.0,0.6246074161208268,0.6654617705128409,0.001,36.274632199987536
5.0,0.621843768772504,0.6743887608701532,0.001,35.85203359997831
6.0,0.6069889567422528,0.6324741172068047,0.001,41.55608989999746
7.0,0.5982627342356012,0.6242301671793966,0.001,49.15016749998904
8.0,0.5857665447901327,0.6308523579077288,0.001,45.09296499998891
9.0,0.5838706979514859,0.6033201037031232,0.001,48.017871299991384
10.0,0.574589656177142,0.6034954461184415,0.001,40.43922719999682
11.0,0.5726137083050207,0.619584706696597,0.001,44.54834499998833
12.0,0.5761311343798401,0.6344636958656888,0.001,46.619273699994665
13.0,0.5601232409054506,0.5938825914354036,0.001,47.39874219999183
14.0,0.5608011579259913,0.609482714624116,0.001,48.65803260001121
15.0,0.5630651059302878,0.6171314779556158,0.001,47.22523059998639
16.0,0.5572981536388397,0.6202367797042384,0.001,49.46088790000067
17.0,0.5432574901174991,0.6913779847549669,0.001,53.06546959999832
18.0,0.5430248527662128,0.6042493256655607,0.001,71.14231769999606
19.0,0.5409224160174106,0.6023404264088833,0.001,92.93845169999986
20.0,0.540365347414152,0.6424829047737699,0.0005,81.66663370002061
21.0,0.5209020128909577,0.6124268273512522,0.0005,70.72512269997969
22.0,0.5185347341053875,0.6112675991925326,0.0005,73.37972109997645
23.0,0.513872059735846,0.5989586738022891,0.0005,97.2705584000214
24.0,0.5119621607851474,0.5981647841858141,0.0005,168.75594329999876
25.0,0.5074728387044677,0.5886438913417585,0.0005,153.87898660000064
26.0,0.5053228351241308,0.5930404681147952,0.0005,115.47567420001724
27.0,0.5064210236495268,0.6024492337848201,0.0005,93.84591430000728
28.0,0.5006960457098399,0.6138801123156692,0.0005,104.52058820001548
29.0,0.5020880460316408,0.6281583652351842,0.0005,68.6837525999872
30.0,0.4965495961777707,0.6016282990123286,0.0005,75.59534410000197
31.0,0.49153880785543025,0.6398290007403402,0.0005,132.1864744000195
32.0,0.48977597300887954,0.6129516047058683,0.00025,87.98984429999837
33.0,0.4769107238620731,0.5863947967688242,0.00025,75.17927949997829
34.0,0.4737019407833722,0.5738038610328328,0.00025,67.66480800000136
35.0,0.4696286918846428,0.5702454592242385,0.00025,71.69839360000333
36.0,0.46856836499051846,0.5794133498813167,0.00025,75.507720900001
37.0,0.4617644062278964,0.5805291686997269,0.00025,77.83462580002379
38.0,0.4669284213941993,0.5803422566616174,0.00025,77.168207300012
39.0,0.4656604951155101,0.5565629348610387,0.00025,96.67308520001825
40.0,0.45795248649644515,0.5824817265525009,0.00025,85.35943999997107
41.0,0.46051919692797016,0.5617947307499972,0.00025,84.4940404999652
42.0,0.45767336079837584,0.5855640985748984,0.00025,78.49180219997652
43.0,0.45536799094778424,0.5737579582315503,0.00025,84.39336459996412
44.0,0.4540252611569479,0.59585988611886,0.00025,62.96664160001092
45.0,0.45449371519663656,0.5871383385224775,0.00025,37.454832900024485
46.0,0.44856646234262076,0.5630890781229193,0.000125,20.93845589994453
47.0,0.44635913875086086,0.5882914698485172,0.000125,23.964165600016713
48.0,0.4400538690123998,0.5746208655111718,0.000125,20.422238400031347
49.0,0.4385259855300822,0.5737446122097246,0.000125,20.547747000004165
50.0,0.43983454230829333,0.5724732333963568,0.000125,20.76654340000823
51.0,0.43390422657871924,0.5955972138679388,0.000125,22.997541299962904
52.0,0.4361992579825381,0.5690270373315522,0.000125,19.68609999999171
53.0,0.4340015159431079,0.5696315684101798,6.25e-05,20.83463459997438
54.0,0.4317267724174134,0.5667902113813342,6.25e-05,23.671205000020564
55.0,0.42784455841314706,0.5777342473015641,6.25e-05,20.238371299987193
56.0,0.4272228620999248,0.5747277826973887,6.25e-05,24.274362399999518
57.0,0.4285478632078103,0.5700230679728768,6.25e-05,29.975829700008035
58.0,0.4305646343434111,0.563423213633624,6.25e-05,30.026047600025777
59.0,0.42820928557544735,0.5656827218604811,6.25e-05,23.020851200039033
