epoch,train_loss,validation_loss,validation_pr_auc,learning_rate
1.0,1.2811170894848674,1.3964098181043352,0.2872575751854694,0.001
2.0,0.5832727731842744,1.516031461102622,0.3346773182038788,0.001
3.0,0.24993164562865308,1.9836169225828988,0.27635683562278524,0.001
4.0,0.13585373347527102,2.808772223336356,0.2895976545388554,0.001
5.0,0.10210989278398062,2.8290606226239885,0.2658673155208008,0.001
6.0,0.08967791144785128,3.341038921049663,0.23443410264873424,0.001
7.0,0.055721778324560114,3.14930123090744,0.29077555403466615,0.001
8.0,0.042922325530334524,3.6101154685020447,0.2600550142307896,0.0005
9.0,0.030431024362578205,3.6751929691859653,0.26323325161635597,0.0005
10.0,0.027670639321992273,3.9668620313916887,0.25296587613613336,0.0005
11.0,0.022891184596933033,4.152440922600882,0.27622727158696386,0.0005
12.0,0.016402103300941617,4.030063237462725,0.27569859084199344,0.0005
13.0,0.01993958539280452,4.335733145475388,0.2801359012777024,0.0005
14.0,0.014933722737049194,4.467602252960205,0.2577165322579695,0.0005
15.0,0.028153413128548938,4.501976847648621,0.2782668241952323,0.00025
16.0,0.013672727883156193,4.351562815053122,0.2727231251706849,0.00025
17.0,0.012719886267165604,4.398517949240548,0.27232156712518657,0.00025
18.0,0.010534353113096011,4.339811018535069,0.2769364473007352,0.00025
19.0,0.013337909482958677,4.465091858591352,0.27632636702374885,0.00025
20.0,0.008432856515834206,4.719243696757725,0.27693396668653053,0.00025
21.0,0.00732903359886749,4.492801351206643,0.2757001395960005,0.00025
